index,game,score,leaderbord,gamers,comp_perc,rating,url,min_comp_time,max_comp_time,Links,genres,developer,publisher,release_date,size
539,Fortnite (PS4) (EU),7545,5.59,23587,0.9,3.3,https://www.truetrophies.com/game/Fortnite-European/trophies,200,700,https://www.truetrophies.com/game/Fortnite-European,Battle-Royale|Tower-Defence|Third-Person-Shooter,Epic-Games,Epic-Games,2017/July/25,6.69GB
540,Foul Play,3620,2.87,15715,7.6,3.1,https://www.truetrophies.com/game/Foul-Play/trophies,15,20,https://www.truetrophies.com/game/Foul-Play,Beat-em-up,Mediatonic,Devolver-Digital,2015/September/01,4.81GB
541,FoxyLand,1367,1.01,3448,96.2,2.3,https://www.truetrophies.com/game/FoxyLand/trophies,0,1,https://www.truetrophies.com/game/FoxyLand,Platformer,BUGStudio,Ratalaika-Games,2019/November/26,54MB
542,FoxyLand (Asia),1356,1.0,971,98.9,1.8,https://www.truetrophies.com/game/FoxyLand-Asian/trophies,0,1,https://www.truetrophies.com/game/FoxyLand-Asian,Platformer,BUGStudio,eastasiasoft,2019/December/06,52MB
543,FoxyLand (EU),1366,1.01,5131,96.4,2.1,https://www.truetrophies.com/game/FoxyLand-European/trophies,0,1,https://www.truetrophies.com/game/FoxyLand-European,Platformer,BUGStudio,Ratalaika-Games,2019/November/27,59MB
544,FoxyLand 2,1395,1.03,1869,90.9,1.0,https://www.truetrophies.com/game/FoxyLand-2/trophies,1,2,https://www.truetrophies.com/game/FoxyLand-2,Platformer,BUGStudio,Ratalaika-Games,2020/January/21,82MB
545,FoxyLand 2 (EU),1393,1.03,3144,91.2,1.3,https://www.truetrophies.com/game/FoxyLand-2-European/trophies,1,2,https://www.truetrophies.com/game/FoxyLand-2-European,Platformer,BUGStudio,Ratalaika-Games,2020/January/22,87MB
546,Fractured Minds,306,1.02,2537,91.8,2.6,https://www.truetrophies.com/game/Fractured-Minds/trophies,0,1,https://www.truetrophies.com/game/Fractured-Minds,Adventure,Emily-M-Games,Wired-Productions,2019/November/14,316MB
547,Fragments of Him (EU),329,1.1,228,75.0,2.9,https://www.truetrophies.com/game/Fragments-of-Him-European/trophies,2,3,https://www.truetrophies.com/game/Fragments-of-Him-European,Adventure,SassyBot-Studio,SassyBot-Studio,2017/September/26,5.00GB
548,Freddy Spaghetti (EU) (PS4),1462,1.08,499,82.8,1.8,https://www.truetrophies.com/game/Freddy-Spaghetti-European-PS4/trophies,1,2,https://www.truetrophies.com/game/Freddy-Spaghetti-European-PS4,Action,Playful-Pasta,Ratalaika-Games,2020/December/16,263MB
549,Freddy Spaghetti (PS4),1463,1.08,377,82.0,2.9,https://www.truetrophies.com/game/Freddy-Spaghetti-PS4/trophies,1,2,https://www.truetrophies.com/game/Freddy-Spaghetti-PS4,Action,Playful-Pasta,Ratalaika-Games,2020/December/15,263MB
550,Friday the 13th: The Game,5871,4.55,39047,1.6,3.4,https://www.truetrophies.com/game/Friday-the-13th-The-Game/trophies,200,700,https://www.truetrophies.com/game/Friday-the-13th-The-Game,Action-Horror,Gun-Media,Gun-Media,2017/May/26,3.21GB
551,Full Kiss,1287,1.02,554,95.5,0.5,https://www.truetrophies.com/game/Full-Kiss/trophies,0,1,https://www.truetrophies.com/game/Full-Kiss,Visual-Novel,Giga,Entergram,2019/March/28,3.68GB
552,Full Throttle Remastered,1370,1.09,8864,78.0,3.8,https://www.truetrophies.com/game/Full-Throttle-Remastered/trophies,2,3,https://www.truetrophies.com/game/Full-Throttle-Remastered,Adventure|Point-and-Click,Double-Fine,Double-Fine,2017/April/18,7.99GB
553,FullBlast,1363,1.01,4709,97.6,2.5,https://www.truetrophies.com/game/FullBlast/trophies,0,1,https://www.truetrophies.com/game/FullBlast,Shoot-em-up,UFO-Crash-Games,Ratalaika-Games,2018/September/04,426MB
554,FullBlast (Asia),1357,1.01,2114,98.7,2.8,https://www.truetrophies.com/game/FullBlast-Asian/trophies,0,1,https://www.truetrophies.com/game/FullBlast-Asian,Shoot-em-up,UFO-Crash-Games,eastasiasoft,2018/October/05,432MB
555,FullBlast (EU),1362,1.01,6966,97.8,2.6,https://www.truetrophies.com/game/FullBlast-European/trophies,0,1,https://www.truetrophies.com/game/FullBlast-European,Shoot-em-up,UFO-Crash-Games,Ratalaika-Games,2018/September/05,431MB
556,Funk of Titans,1386,1.09,1531,82.4,2.8,https://www.truetrophies.com/game/Funk-of-Titans/trophies,5,6,https://www.truetrophies.com/game/Funk-of-Titans,Platformer,A-Crowd-of-Monsters,A-Crowd-of-Monsters,2016/June/21,681MB
557,Gal*Gunvolt,411,1.37,2732,40.5,3.4,https://www.truetrophies.com/game/Gal-Gunvolt/trophies,1,2,https://www.truetrophies.com/game/Gal-Gunvolt,Platformer,Inti-CREATES,Inti-CREATES,2015/August/06,663MB
558,Game of Thrones: A Telltale Games Series,1520,1.13,93820,66.0,3.5,https://www.truetrophies.com/game/Game-of-Thrones-A-Telltale-Games-Series/trophies,10,12,https://www.truetrophies.com/game/Game-of-Thrones-A-Telltale-Games-Series,Adventure|Point-and-Click,Telltale-Games,Telltale-Games,2014/December/02,2.40GB
559,Gauntlet: Slayer Edition,4064,3.19,33239,6.4,3.1,https://www.truetrophies.com/game/Gauntlet-Slayer-Edition/trophies,50,60,https://www.truetrophies.com/game/Gauntlet-Slayer-Edition,Hack-and-Slash,Arrowhead-Game-Studios,Warner-Bros-Interactive-Entertainment,2015/August/11,1.70GB
560,Gem Smashers,1454,1.13,6191,70.3,2.1,https://www.truetrophies.com/game/Gem-Smashers/trophies,3,4,https://www.truetrophies.com/game/Gem-Smashers,Puzzle,Frame-Studios,Funbox-Media,2017/February/24,167MB
561,Gemini: Heroes Reborn,1372,1.09,3031,79.4,2.5,https://www.truetrophies.com/game/Gemini-Heroes-Reborn/trophies,5,6,https://www.truetrophies.com/game/Gemini-Heroes-Reborn,Action-Adventure,Phosphor-Games,Imperative-Entertainment,2016/January/26,16.30GB
562,Gems of War,9337,5.28,16198,0.1,3.2,https://www.truetrophies.com/game/Gems-of-War/trophies,120,150,https://www.truetrophies.com/game/Gems-of-War,Role-Playing|Puzzle|Collectable-Card-Game,Infinity-Plus-2,505-Games,2015/November/13,1.80GB
563,Ghost Blade HD (JP),1571,1.25,407,50.9,3.8,https://www.truetrophies.com/game/Ghost-Blade-HD-Japanese/trophies,2,3,https://www.truetrophies.com/game/Ghost-Blade-HD-Japanese,Shoot-em-up,Hucast-Games,eastasiasoft,2017/September/01,1.00GB
564,Ghost of Tsushima,2704,1.7,124625,1.0,4.6,https://www.truetrophies.com/game/Ghost-of-Tsushima/trophies,40,50,https://www.truetrophies.com/game/Ghost-of-Tsushima,Stealth|Open-World|Role-Playing|Action-RPG,Sucker-Punch,Sony-Interactive-Entertainment,2020/July/17,31.30GB
565,Ghostbusters: The Video Game Remastered,2376,1.89,7608,17.4,3.8,https://www.truetrophies.com/game/Ghostbusters-The-Video-Game-Remastered/trophies,15,20,https://www.truetrophies.com/game/Ghostbusters-The-Video-Game-Remastered,Third-Person-Shooter,Saber-Interactive,Mad-Dog-Games,2019/October/04,18.77GB
566,Giana Sisters: Dream Runners,453,1.44,560,29.5,1.7,https://www.truetrophies.com/game/Giana-Sisters-Dream-Runners/trophies,0,1,https://www.truetrophies.com/game/Giana-Sisters-Dream-Runners,Platformer,Black-Forest-Games,EuroVideo,2015/August/19,1.10GB
567,Glass Masquerade,1409,1.04,1564,90.7,3.6,https://www.truetrophies.com/game/Glass-Masquerade/trophies,4,5,https://www.truetrophies.com/game/Glass-Masquerade,Puzzle,Onyx-Lute,Digerati-Distribution,2019/February/06,208MB
568,Goat Simulator,3836,1.8,73492,3.1,2.9,https://www.truetrophies.com/game/Goat-Simulator/trophies,3,4,https://www.truetrophies.com/game/Goat-Simulator,Open-World,Coffee-Stain-Studios,Double-Eleven,2015/August/11,1.41GB
569,God Eater 2: Rage Burst,3418,2.59,15763,8.7,3.6,https://www.truetrophies.com/game/God-Eater-2-Rage-Burst/trophies,80,100,https://www.truetrophies.com/game/God-Eater-2-Rage-Burst,Role-Playing|Action-RPG,Shift,Bandai-Namco-Entertainment,2015/February/19,10.55GB
570,God Eater 3,2138,1.58,7466,24.9,4.2,https://www.truetrophies.com/game/God-Eater-3/trophies,40,50,https://www.truetrophies.com/game/God-Eater-3,Role-Playing|Action-RPG,First-Studio,Bandai-Namco-Entertainment,2019/February/08,14.07GB
571,God Eater Off Shot: Scene Rindou,298,1.05,351,88.9,2.8,https://www.truetrophies.com/game/God-Eater-Off-Shot-Scene-Rindou/trophies,0,1,https://www.truetrophies.com/game/God-Eater-Off-Shot-Scene-Rindou,Simulation,Shift,Bandai-Namco-Entertainment,2015/November/26,
572,God Eater Off Shot: Scene Soma,294,1.03,311,91.6,2.5,https://www.truetrophies.com/game/God-Eater-Off-Shot-Scene-Soma/trophies,0,1,https://www.truetrophies.com/game/God-Eater-Off-Shot-Scene-Soma,Simulation,Shift,Bandai-Namco-Entertainment,2016/January/28,
573,God Eater: Resurrection,3532,2.65,15370,9.1,3.7,https://www.truetrophies.com/game/God-Eater-Resurrection/trophies,80,100,https://www.truetrophies.com/game/God-Eater-Resurrection,Role-Playing|Action-RPG,Shift,Bandai-Namco-Entertainment,2015/October/29,7.50GB
574,God of War,1892,1.4,238630,36.1,4.8,https://www.truetrophies.com/game/God-of-War-PS4/trophies,40,50,https://www.truetrophies.com/game/God-of-War-PS4,Action-Adventure,Santa-Monica-Studio,Sony-Interactive-Entertainment,2018/April/20,38.73GB
575,God of War III Remastered,2207,1.63,114443,24.1,4.2,https://www.truetrophies.com/game/God-of-War-III-Remastered/trophies,15,20,https://www.truetrophies.com/game/God-of-War-III-Remastered,Hack-and-Slash,Wholesale-Algorithms|Santa-Monica-Studio,Sony-Computer-Entertainment,2015/July/14,36.80GB
576,Golf Zero (EU),1356,1.05,551,87.1,2.0,https://www.truetrophies.com/game/Golf-Zero-European/trophies,0,1,https://www.truetrophies.com/game/Golf-Zero-European,Platformer,Brad-Erkkila|Colin-Lane,Ratalaika-Games,2020/September/08,119MB
577,Gone Home,483,1.53,42424,30.3,3.0,https://www.truetrophies.com/game/Gone-Home/trophies,1,2,https://www.truetrophies.com/game/Gone-Home,Adventure,Fullbright,Midnight-City,2016/January/12,3.00GB
578,Goodbye Deponia,1435,1.06,1690,84.6,3.2,https://www.truetrophies.com/game/Goodbye-Deponia/trophies,8,10,https://www.truetrophies.com/game/Goodbye-Deponia,Adventure|Point-and-Click,Daedalic-Entertainment,Daedalic-Entertainment,2019/January/30,2.12GB
579,Goosebumps: The Game,1487,1.14,8812,72.2,2.5,https://www.truetrophies.com/game/Goosebumps-The-Game/trophies,2,3,https://www.truetrophies.com/game/Goosebumps-The-Game,Adventure|Point-and-Click,WayForward-Technologies,GameMill-Entertainment,2015/October/13,413MB
580,Gorogoa,1549,1.2,1365,55.1,4.2,https://www.truetrophies.com/game/Gorogoa/trophies,3,4,https://www.truetrophies.com/game/Gorogoa,Adventure|Puzzle,Buried-Signal,Annapurna-Interactive,2018/May/22,712MB
581,Gran Turismo Sport,6353,5.04,57348,1.2,4.0,https://www.truetrophies.com/game/Gran-Turismo-Sport/trophies,200,700,https://www.truetrophies.com/game/Gran-Turismo-Sport,Automobile|Simulation-Racing,Polyphony-Digital,Sony-Computer-Entertainment,2017/October/17,43.00GB
582,Grand Prix Rock 'N Racing,1495,1.19,630,65.1,2.2,https://www.truetrophies.com/game/Grand-Prix-Rock-N-Racing/trophies,5,6,https://www.truetrophies.com/game/Grand-Prix-Rock-N-Racing,Arcade-Racing|Automobile,Unfinished-Pixel,Unfinished-Pixel,2016/November/04,247MB
583,Grand Theft Auto III,2478,1.94,20429,21.6,4.2,https://www.truetrophies.com/game/Grand-Theft-Auto-3/trophies,30,35,https://www.truetrophies.com/game/Grand-Theft-Auto-3,Open-World|Third-Person-Shooter,Rockstar-North,Rockstar,2015/December/05,1.40GB
584,Grand Theft Auto San Andreas,2478,1.97,36720,20.4,4.4,https://www.truetrophies.com/game/Grand-Theft-Auto-San-Andreas/trophies,40,50,https://www.truetrophies.com/game/Grand-Theft-Auto-San-Andreas,Open-World|Third-Person-Shooter,Rockstar-North,Rockstar,2015/December/05,3.00GB
585,Grand Theft Auto V,5913,3.1,231535,0.4,4.5,https://www.truetrophies.com/game/Grand-Theft-Auto-5/trophies,200,700,https://www.truetrophies.com/game/Grand-Theft-Auto-5,First-Person-Shooter|Open-World|Third-Person-Shooter,Rockstar-North,Rockstar,2014/November/18,41.80GB
586,Grand Theft Auto Vice City,2418,1.87,18501,19.3,4.4,https://www.truetrophies.com/game/Grand-Theft-Auto-Vice-City/trophies,35,40,https://www.truetrophies.com/game/Grand-Theft-Auto-Vice-City,Open-World|Third-Person-Shooter,Rockstar-North,Rockstar,2015/December/05,2.20GB
587,Grass Cutter,1380,1.05,914,88.0,1.7,https://www.truetrophies.com/game/Grass-Cutter/trophies,0,1,https://www.truetrophies.com/game/Grass-Cutter,Puzzle,USANIK,Sometimes-You,2019/July/10,404MB
588,Grass Cutter (EU),1374,1.04,937,88.7,1.0,https://www.truetrophies.com/game/Grass-Cutter-European/trophies,0,1,https://www.truetrophies.com/game/Grass-Cutter-European,Puzzle,USANIK,Sometimes-You,2019/July/10,404MB
589,Gravel,1796,1.33,3715,43.4,3.5,https://www.truetrophies.com/game/Gravel/trophies,12,15,https://www.truetrophies.com/game/Gravel,Arcade-Racing|Automobile,Milestone,Milestone,2018/February/27,12.45GB
590,Gravity Duck,1311,1.02,2970,96.1,2.6,https://www.truetrophies.com/game/Gravity-Duck/trophies,0,1,https://www.truetrophies.com/game/Gravity-Duck,Platformer,Woblyware,Ratalaika-Games,2019/August/13,66MB
591,Gravity Duck (Asia),1297,1.01,1016,98.7,3.1,https://www.truetrophies.com/game/Gravity-Duck-Asian/trophies,0,1,https://www.truetrophies.com/game/Gravity-Duck-Asian,Platformer,Woblyware,eastasiasoft,2019/October/01,76MB
592,Gravity Duck (EU),1313,1.02,4112,95.6,2.2,https://www.truetrophies.com/game/Gravity-Duck-European/trophies,0,1,https://www.truetrophies.com/game/Gravity-Duck-European,Platformer,Woblyware,Ratalaika-Games,2019/August/13,69MB
593,Gravity Rush 2,2848,1.86,37007,12.1,3.9,https://www.truetrophies.com/game/Gravity-Rush-2/trophies,40,50,https://www.truetrophies.com/game/Gravity-Rush-2,Action-Adventure|Open-World,SIE-Japan-Studio,Sony-Interactive-Entertainment,2017/January/20,17.10GB
594,Gravity Rush Remastered,2906,1.59,47625,26.0,4.1,https://www.truetrophies.com/game/Gravity-Rush-Remastered/trophies,15,20,https://www.truetrophies.com/game/Gravity-Rush-Remastered,Action-Adventure|Open-World,Bluepoint-Games,Sony-Computer-Entertainment,2016/February/02,9.20GB
595,Grim Fandango,1923,1.53,59305,35.6,3.7,https://www.truetrophies.com/game/Grim-Fandango/trophies,10,12,https://www.truetrophies.com/game/Grim-Fandango,Adventure|Point-and-Click,Double-Fine,Double-Fine|Disney-Interactive-Studios|iam8bit,2015/January/27,4.20GB
596,Grim Legends 2: Song of the Dark Swan,1304,1.04,1625,88.3,3.2,https://www.truetrophies.com/game/Grim-Legends-2-Song-of-the-Dark-Swan/trophies,4,5,https://www.truetrophies.com/game/Grim-Legends-2-Song-of-the-Dark-Swan,Adventure|Point-and-Click,Artifex-Mundi,Artifex-Mundi,2017/August/29,1.20GB
597,Grim Legends 3: The Dark City,1351,1.07,1330,77.7,3.2,https://www.truetrophies.com/game/Grim-Legends-3-The-Dark-City/trophies,3,4,https://www.truetrophies.com/game/Grim-Legends-3-The-Dark-City,Adventure|Point-and-Click,Artifex-Mundi,Artifex-Mundi,2018/May/11,1.76GB
598,Grim Legends: The Forsaken Bride,1415,1.12,3031,70.0,3.4,https://www.truetrophies.com/game/Grim-Legends-The-Forsaken-Bride/trophies,6,8,https://www.truetrophies.com/game/Grim-Legends-The-Forsaken-Bride,Adventure|Point-and-Click,Artifex-Mundi,Artifex-Mundi,2017/February/28,1.51GB
599,GRIS,1685,1.31,5190,52.9,4.0,https://www.truetrophies.com/game/GRIS/trophies,3,4,https://www.truetrophies.com/game/GRIS,Puzzle|Platformer,Nomada-Studios,Devolver-Digital,2019/November/26,2.64GB
600,Grizzland,1381,1.02,497,94.0,1.0,https://www.truetrophies.com/game/Grizzland/trophies,0,1,https://www.truetrophies.com/game/Grizzland,Platformer,Khud0,eastasiasoft,2020/February/25,37MB
601,Grow Home,641,2.03,31592,14.4,3.2,https://www.truetrophies.com/game/Grow-Home/trophies,8,10,https://www.truetrophies.com/game/Grow-Home,Platformer,Ubisoft-Reflections,Ubisoft,2015/September/01,825MB
602,Guacamelee! 2,2516,1.47,9772,12.7,4.4,https://www.truetrophies.com/game/Guacamelee-2/trophies,15,20,https://www.truetrophies.com/game/Guacamelee-2,Metroidvania|Platformer,DrinkBox-Studios,DrinkBox-Studios,2018/August/21,1.92GB
603,Guacamelee! Super Turbo Championship Edition,3185,2.12,52774,4.1,3.9,https://www.truetrophies.com/game/Guacamelee-Super-Turbo-Championship-Edition/trophies,15,20,https://www.truetrophies.com/game/Guacamelee-Super-Turbo-Championship-Edition,Metroidvania|Platformer,DrinkBox-Studios,DrinkBox-Studios,2014/July/01,755MB
604,Guitar Hero Live,5159,3.86,24575,1.8,3.4,https://www.truetrophies.com/game/Guitar-Hero-Live/trophies,200,700,https://www.truetrophies.com/game/Guitar-Hero-Live,Music,FreeStyleGames,Activision,2015/October/20,32.10GB
605,Gun Crazy,1339,1.01,1845,94.1,2.1,https://www.truetrophies.com/game/Gun-Crazy/trophies,0,1,https://www.truetrophies.com/game/Gun-Crazy,Run-and-Gun,Ritual-Games,Ratalaika-Games,2020/April/28,59MB
606,Gun Crazy (EU),1345,1.02,2126,93.2,1.8,https://www.truetrophies.com/game/Gun-Crazy-European/trophies,0,1,https://www.truetrophies.com/game/Gun-Crazy-European,Run-and-Gun,Ritual-Games,Ratalaika-Games,2020/April/29,59MB
607,GUNS UP!,1649,3.33,12302,1.6,2.7,https://www.truetrophies.com/game/GUNS-UP/trophies,20,25,https://www.truetrophies.com/game/GUNS-UP,Strategy|Real-Time,Valkyrie-Entertainment,Sony-Computer-Entertainment,2015/May/19,899MB
608,"Guns, Gore & Cannoli",532,1.69,5343,15.0,3.6,https://www.truetrophies.com/game/Guns-Gore-and-Cannoli/trophies,4,5,https://www.truetrophies.com/game/Guns-Gore-and-Cannoli,Run-and-Gun,Crazy-Monkey-Studios,Crazy-Monkey-Studios,2015/December/08,4.40GB
609,"Guns, Gore & Cannoli 2",1466,1.15,3842,67.7,3.9,https://www.truetrophies.com/game/Guns-Gore-and-Cannoli-2/trophies,4,5,https://www.truetrophies.com/game/Guns-Gore-and-Cannoli-2,Run-and-Gun,Crazy-Monkey-Studios,Crazy-Monkey-Studios,2018/August/14,1.06GB
610,Habroxia,1408,1.07,989,86.1,2.2,https://www.truetrophies.com/game/Habroxia/trophies,1,2,https://www.truetrophies.com/game/Habroxia,Shoot-em-up,Lillymo-Games,Lillymo-Games,2019/September/24,96MB
611,Habroxia (Asia),1356,1.03,665,94.3,0.5,https://www.truetrophies.com/game/Habroxia-Japanese/trophies,1,2,https://www.truetrophies.com/game/Habroxia-Japanese,Shoot-em-up,Lillymo-Games,eastasiasoft,2019/September/27,99MB
612,Habroxia (EU),1388,1.05,1314,88.7,2.7,https://www.truetrophies.com/game/Habroxia-European/trophies,2,3,https://www.truetrophies.com/game/Habroxia-European,Shoot-em-up,Lillymo-Games,Lillymo-Games,2019/September/25,96MB
613,Hajwala (EU),449,1.36,800,9.4,0.9,https://www.truetrophies.com/game/Hajwala-European/trophies,0,1,https://www.truetrophies.com/game/Hajwala-European,Action,RABABA-Games,RABABA-Games,2018/April/11,1.24GB
614,Halloween Candy Break,1306,1.04,418,89.5,2.0,https://www.truetrophies.com/game/Halloween-Candy-Break/trophies,0,1,https://www.truetrophies.com/game/Halloween-Candy-Break,Action,Smobile,Smobile,2020/October/09,404MB
615,Happy Dungeons,1098,3.49,8686,3.3,2.8,https://www.truetrophies.com/game/Happy-Dungeons/trophies,100,120,https://www.truetrophies.com/game/Happy-Dungeons,Role-Playing|Dungeon-Crawler,ToyLogic,ToyLogic,2017/September/07,4.50GB
616,Hardware: Rivals,4355,3.26,41631,5.4,2.6,https://www.truetrophies.com/game/Hardware-Rivals/trophies,40,50,https://www.truetrophies.com/game/Hardware-Rivals,Automobile|Vehicular-Combat,SCE-Connected-Content-Group,Sony-Computer-Entertainment,2016/January/05,3.10GB
617,Hatoful Boyfriend,374,1.31,10236,51.0,2.8,https://www.truetrophies.com/game/Hatoful-Boyfriend/trophies,8,10,https://www.truetrophies.com/game/Hatoful-Boyfriend,Adventure|Visual-Novel,Mediatonic,Devolver-Digital,2015/July/21,2.10GB
618,Hatoful Boyfriend: Holiday Star,332,1.05,1613,86.9,2.8,https://www.truetrophies.com/game/Hatoful-Boyfriend-Holiday-Star/trophies,0,1,https://www.truetrophies.com/game/Hatoful-Boyfriend-Holiday-Star,Adventure|Visual-Novel,Mediatonic,Devolver-Digital,2015/December/22,1.30GB
619,Hatsune Miku: Project DIVA Future Tone,1053,2.06,13814,4.8,3.7,https://www.truetrophies.com/game/Hatsune-Miku-Project-DIVA-Future-Tone/trophies,0,1,https://www.truetrophies.com/game/Hatsune-Miku-Project-DIVA-Future-Tone,Music,SEGA,SEGA,2017/January/10,11.30GB
620,Hatsune Miku: Project DIVA Future Tone (Asia),821,1.61,7093,13.1,4.4,https://www.truetrophies.com/game/Hatsune-Miku-Project-DIVA-Future-Tone-Asian/trophies,0,1,https://www.truetrophies.com/game/Hatsune-Miku-Project-DIVA-Future-Tone-Asian,Music,SEGA,SEGA,2016/June/23,11.97GB
621,Hatsune Miku: Project DIVA Future Tone DX,1581,1.26,1742,57.7,4.7,https://www.truetrophies.com/game/Project-DIVA-Future-Tone-DX/trophies,2,3,https://www.truetrophies.com/game/Project-DIVA-Future-Tone-DX,Music,SEGA,SEGA,2017/November/22,32.30GB
622,Hatsune Miku: Project DIVA X,3377,2.5,7740,7.9,4.0,https://www.truetrophies.com/game/Hatsune-Miku-Project-DIVA-X/trophies,80,100,https://www.truetrophies.com/game/Hatsune-Miku-Project-DIVA-X,Music,SEGA,SEGA,2015/March/24,6.56GB
